# A Finnish frequency list from Finnish printed news
# The 9996 most common lemmas of the language of Finnish printed news. The vocabulary was assembled in 2004 and the total count of the source material was 43,999,826 words.
#
# word	rank	count	percentage	PoS
olla	1	2716396	4.614851	verb
ja	2	1566108	2.660641	conjunction
ei	3	593462	1.008225	verb
se	4	538609	0.915036	pronoun
että	5	443301	0.753118	conjunction
joka	6	417984	0.710108	pronoun
vuosi	7	344927	0.585992	noun
hän	8	302803	0.514428	pronoun
myös	9	267015	0.453628	adverb
saada	10	248176	0.421623	verb
mutta	11	217016	0.368686	conjunction
tämä	12	209851	0.356513	pronoun
voida	13	197072	0.334803	verb
tulla	14	192327	0.326742	verb
Suomi	15	181128	0.307716	proper noun
tehdä	16	171406	0.291199	verb
kun	17	165584	0.281309	conjunction
pitää	18	161237	0.273923	verb
mukaan	19	157837	0.268147	preposition
uusi	20	149954	0.254755	adjective
jo	21	141886	0.241048	adverb
kuin	22	136565	0.232009	conjunction
hyvä	23	133250	0.226377	adjective
ne	24	131524	0.223444	pronoun
sanoa	25	128156	0.217723	verb
kaikki	26	117073	0.198894	pronoun
markka	27	113699	0.193162	noun
nyt	28	110896	0.1884	adverb
suuri	29	110368	0.187503	adjective
kertoa	30	108963	0.185116	verb
tai	31	108891	0.184994	conjunction
vain	32	105813	0.179764	adverb
paljon	33	105013	0.178405	adverb
muu	34	103663	0.176112	pronoun
vielä	35	102866	0.174758	adverb
niin	36	101149	0.171841	adverb
oma	37	99266	0.168642	adjective
sekä	38	98684	0.167653	conjunction
mikä	39	98423	0.16721	pronoun
maa	40	96134	0.163321	noun
kaksi	41	95576	0.162373	numeral
jos	42	91546	0.155526	conjunction
asia	43	90391	0.153564	noun
yksi	44	88709	0.150707	numeral
viime	45	87324	0.148354	adjective
he	46	86477	0.146915	pronoun
prosentti	47	84397	0.143381	noun
ihminen	48	83223	0.141386	noun
kuitenkin	49	82441	0.140058	adverb
jälkeen	50	81839	0.139035	preposition
mies	51	81135	0.137839	noun
kanssa	52	78233	0.132909	preposition
aika	53	77381	0.131462	noun
noin	54	75702	0.128609	adverb
hyvin	55	72808	0.123693	adverb
ensimmäinen	56	71933	0.122206	numeral
jäädä	57	70908	0.120465	verb
työ	58	69724	0.118453	noun
ottaa	59	69564	0.118181	verb
me	60	68470	0.116323	pronoun
antaa	61	68220	0.115898	verb
mieli	62	67877	0.115315	noun
Helsinki	63	66664	0.113255	proper noun
haluta	64	66342	0.112708	verb
alkaa	65	65887	0.111935	verb
EU	66	64598	0.109745	abbreviation
itse	67	64470	0.109527	pronoun
moni	68	63509	0.107895	pronoun
käydä	69	63018	0.10706	verb
kaupunki	70	62508	0.106194	noun
kolme	71	60963	0.103569	numeral
miljoona	72	60603	0.102958	numeral
osa	73	59883	0.101734	noun
STT	74	59654	0.101345	abbreviation
alue	75	59409	0.100929	noun
eikä	76	59039	0.100301	verb
mm.	77	58672	0.099677	abbreviation
päästä	78	58046	0.098614	verb
vaikka	79	57749	0.098109	conjunction
lapsi	80	57087	0.096984	noun
päivä	81	56949	0.09675	noun
hallitus	82	56157	0.095404	noun
toimia	83	56059	0.095238	verb
sama	84	54787	0.093077	pronoun
koko	85	54158	0.092008	adjective
pieni	86	52413	0.089044	adjective
ettei	87	52314	0.088876	verb
mennä	88	52289	0.088833	verb
ensi	89	51953	0.088262	adjective
kunta	90	51750	0.087917	noun
toinen	91	51698	0.087829	numeral
sillä	92	51438	0.087387	conjunction
joutua	93	51376	0.087282	verb
käyttää	94	51217	0.087012	verb
Tampere	95	50664	0.086072	proper noun
kuulua	96	50311	0.085473	verb
mikään	97	50022	0.084982	pronoun
nainen	98	49693	0.084423	noun
toinen	99	49495	0.084086	pronoun
viikko	100	49203	0.08359	noun
esimerkiksi	101	48893	0.083064	adverb
lähteä	102	48838	0.08297	verb
eli	103	47589	0.080848	conjunction
tarvita	104	47585	0.080842	verb
yli	105	46105	0.078327	adverb
koska	106	45522	0.077337	conjunction
Venäjä	107	45513	0.077321	proper noun
Turku	108	45193	0.076778	proper noun
luku	109	45167	0.076734	noun
vanha	110	44857	0.076207	adjective
nousta	111	44764	0.076049	verb
nähdä	112	44608	0.075784	verb
kerta	113	44277	0.075222	noun
jokin	114	43427	0.073778	pronoun
todeta	115	43415	0.073757	verb
aikana	116	43220	0.073426	preposition
yritys	117	43110	0.073239	noun
minä	118	42865	0.072823	pronoun
nämä	119	42375	0.07199	pronoun
seurata	120	42351	0.07195	verb
tärkeä	121	40265	0.068406	adjective
alku	122	40142	0.068197	noun
paikka	123	39902	0.067789	noun
vaan	124	39679	0.06741	conjunction
tilanne	125	39409	0.066951	noun
presidentti	126	39157	0.066523	noun
tieto	127	39151	0.066513	noun
loppu	128	38445	0.065314	noun
tietää	129	38409	0.065253	verb
tapa	130	38183	0.064869	noun
maailma	131	38138	0.064792	noun
aina	132	38136	0.064789	adverb
määrä	133	37877	0.064349	noun
maksaa	134	37589	0.063859	verb
vaatia	135	37555	0.063802	verb
puheenjohtaja	136	37381	0.063506	noun
löytyä	137	37319	0.063401	verb
lähes	138	37172	0.063151	adverb
tuoda	139	37022	0.062896	verb
uskoa	140	36840	0.062587	verb
esittää	141	36575	0.062137	verb
ennen	142	36245	0.061576	preposition
ts.	143	36153	0.06142	abbreviation
neljä	144	35846	0.060898	numeral
Oulu	145	35835	0.06088	proper noun
usea	146	35672	0.060603	pronoun
poliisi	147	35367	0.060085	noun
kisa	148	35258	0.059899	noun
enää	149	35223	0.05984	adverb
sitten	150	35218	0.059831	adverb
auto	151	34981	0.059429	noun
odottaa	152	34949	0.059374	verb
toiminta	153	34825	0.059164	noun
eri	154	34708	0.058965	adjective
entinen	155	34673	0.058906	adjective
näyttää	156	34651	0.058868	verb
syntyä	157	34608	0.058795	verb
Eurooppa	158	34590	0.058765	proper noun
tulos	159	34272	0.058224	noun
raha	160	34048	0.057844	noun
päättää	161	33798	0.057419	verb
saattaa	162	33691	0.057237	verb
päätös	163	33605	0.057091	noun
suomalainen	164	33590	0.057066	adjective
käyttö	165	33412	0.056763	noun
aloittaa	166	33139	0.056299	verb
syy	167	32895	0.055885	noun
sitten	168	32840	0.055791	preposition
kasvaa	169	32780	0.05569	verb
elämä	170	32629	0.055433	noun
järjestää	171	32488	0.055193	verb
johtaa	172	32043	0.054437	verb
kilpailu	173	31943	0.054268	noun
koulu	174	31932	0.054249	noun
kesä	175	31875	0.054152	noun
vuotias	176	31817	0.054053	adjective
ongelma	177	31689	0.053836	noun
yhtiö	178	31688	0.053834	noun
valita	179	31683	0.053826	verb
joukkue	180	31653	0.053775	noun
viisi	181	31643	0.053758	numeral
nuori	182	31599	0.053683	noun
vähän	183	31563	0.053622	adverb
mahdollisuus	184	31554	0.053607	noun
muutama	185	31527	0.053561	pronoun
kausi	186	31459	0.053445	noun
ainakin	187	31176	0.052965	adverb
jatkaa	188	31017	0.052694	verb
suomalainen	189	30971	0.052616	noun
jopa	190	30899	0.052494	adverb
kymmenen	191	30676	0.052115	numeral
voittaa	192	30646	0.052064	verb
valtio	193	30555	0.05191	noun
pelata	194	30313	0.051498	verb
viedä	195	30213	0.051328	verb
kuva	196	30205	0.051315	noun
sopia	197	30186	0.051283	verb
viimeinen	198	30101	0.051138	adjective
nimi	199	30064	0.051075	noun
puoli	200	29988	0.050946	numeral
mukaan	201	29960	0.050899	adverb
nykyinen	202	29811	0.050646	adjective
arvioida	203	29707	0.050469	verb
edelleen	204	29652	0.050375	adverb
mukana	205	29581	0.050255	adverb
juuri	206	29529	0.050166	adverb
joukko	207	29516	0.050144	noun
pitkä	208	29003	0.049273	adjective
sellainen	209	28963	0.049205	adjective
johtaja	210	28933	0.049154	noun
katsoa	211	28779	0.048892	verb
vastata	212	28685	0.048733	verb
näin	213	28593	0.048576	adverb
lisäksi	214	28518	0.048449	preposition
riittää	215	28490	0.048401	verb
kansainvälinen	216	28334	0.048136	adjective
ajaa	217	28202	0.047912	verb
kova	218	28115	0.047764	adjective
tuntea	219	28103	0.047744	verb
Ruotsi	220	27868	0.047345	proper noun
Yhdysvallat	221	27860	0.047331	proper noun
puhua	222	27842	0.0473	verb
rakentaa	223	27745	0.047136	verb
pystyä	224	27677	0.04702	verb
tila	225	27440	0.046617	noun
apu	226	27373	0.046504	noun
lisäksi	227	27290	0.046363	adverb
vasta	228	27025	0.045912	adverb
miten	229	26906	0.04571	adverb
ryhmä	230	26893	0.045688	noun
hetki	231	26797	0.045525	noun
tehtävä	232	26796	0.045523	noun
puolue	233	26767	0.045474	noun
liittyä	234	26760	0.045462	verb
Kosovo	235	26731	0.045413	proper noun
tapahtua	236	26656	0.045286	verb
tavoite	237	26625	0.045233	noun
voitto	238	26523	0.04506	noun
matka	239	26454	0.044942	noun
kauppa	240	26389	0.044832	noun
ottelu	241	26267	0.044625	noun
sopimus	242	26234	0.044569	noun
jatkua	243	26175	0.044468	verb
maanantai	244	26060	0.044273	noun
hinta	245	25928	0.044049	noun
kyllä	246	25809	0.043847	adverb
lisätä	247	25803	0.043836	verb
sunnuntai	248	25745	0.043738	noun
kuten	249	25683	0.043633	conjunction
taas	250	25627	0.043537	adverb
sarja	251	25456	0.043247	noun
perjantai	252	25431	0.043204	noun
puoli	253	25356	0.043077	noun
lauantai	254	25331	0.043035	noun
jättää	255	25269	0.042929	verb
Saksa	256	25212	0.042832	proper noun
yhteistyö	257	25212	0.042832	noun
jäsen	258	25174	0.042768	noun
laskea	259	25009	0.042487	verb
tutkimus	260	24849	0.042216	noun
kuitenkaan	261	24798	0.042129	adverb
yrittää	262	24788	0.042112	verb
tuntua	263	24777	0.042093	verb
Joensuu	264	24712	0.041983	proper noun
syksy	265	24671	0.041913	noun
vaikea	266	24518	0.041653	adjective
torstai	267	24492	0.041609	noun
vaikuttaa	268	24465	0.041563	verb
nuori	269	24433	0.041509	adjective
mahdollinen	270	24406	0.041463	adjective
tiistai	271	24270	0.041232	noun
keskiviikko	272	24238	0.041178	noun
kysymys	273	24211	0.041132	noun
ilmoittaa	274	24205	0.041122	verb
aivan	275	24125	0.040986	adverb
löytää	276	24121	0.040979	verb
talo	277	23998	0.04077	noun
kuukausi	278	23869	0.040551	noun
oy	279	23801	0.040435	abbreviation
pyrkiä	280	23781	0.040401	verb
tarjota	281	23660	0.040196	verb
kannattaa	282	23623	0.040133	verb
kolmas	283	23380	0.03972	numeral
ohjelma	284	23333	0.03964	noun
ratkaisu	285	23282	0.039553	noun
vastaan	286	23214	0.039438	preposition
peli	287	23063	0.039181	noun
hoitaa	288	23035	0.039134	verb
kirja	289	23009	0.03909	noun
hyväksyä	290	22776	0.038694	verb
myöntää	291	22679	0.038529	verb
tuki	292	22618	0.038425	noun
Jyväskylä	293	22590	0.038378	proper noun
poika	294	22575	0.038352	noun
esitys	295	22536	0.038286	noun
muun muassa	296	22431	0.038108	adverb
siirtyä	297	22380	0.038021	verb
aiheuttaa	298	22343	0.037958	verb
aikoa	299	22319	0.037917	verb
hakea	300	22264	0.037824	verb
muuttaa	301	22209	0.037731	verb
pari	302	22160	0.037647	numeral
edustaja	303	22128	0.037593	noun
ala	304	22083	0.037517	noun
myydä	305	22081	0.037513	verb
nostaa	306	22018	0.037406	verb
yhä	307	21893	0.037194	adverb
tie	308	21846	0.037114	noun
perhe	309	21751	0.036952	noun
kestää	310	21625	0.036738	verb
pysyä	311	21455	0.03645	verb
metri	312	21447	0.036436	noun
muistuttaa	313	21436	0.036417	verb
ilman	314	21426	0.0364	preposition
korkea	315	21414	0.03638	adjective
jokainen	316	21376	0.036315	pronoun
elää	317	21356	0.036281	verb
osallistua	318	21289	0.036168	verb
liian	319	21272	0.036139	adverb
koskea	320	21205	0.036025	verb
onnistua	321	21173	0.035971	verb
oikeus	322	21168	0.035962	noun
Matti	323	21157	0.035943	proper noun
iso	324	21084	0.035819	adjective
asema	325	21071	0.035797	noun
elokuva	326	20980	0.035643	noun
voima	327	20955	0.0356	noun
tarkoitus	328	20921	0.035542	noun
edes	329	20909	0.035522	adverb
maali	330	20887	0.035485	noun
toivoa	331	20871	0.035457	verb
johto	332	20824	0.035378	noun
muutos	333	20788	0.035316	noun
silloin	334	20765	0.035277	adverb
ehkä	335	20592	0.034983	adverb
selvittää	336	20579	0.034961	verb
Pekka	337	20574	0.034953	proper noun
erilainen	338	20545	0.034904	adjective
tunti	339	20507	0.034839	noun
tapahtuma	340	20412	0.034678	noun
joten	341	20292	0.034474	adverb
hanke	342	20268	0.034433	noun
yhteinen	343	20243	0.034391	adjective
Reuters	344	20241	0.034387	proper noun
kevät	345	20239	0.034384	noun
piste	346	20068	0.034093	noun
kokous	347	20061	0.034081	noun
vesi	348	19939	0.033874	noun
liitto	349	19708	0.033482	noun
tulevaisuus	350	19662	0.033404	noun
ääni	351	19593	0.033286	noun
kuusi	352	19476	0.033088	numeral
palvelu	353	19455	0.033052	noun
juttu	354	19387	0.032936	noun
kunto	355	19325	0.032831	noun
taso	356	19293	0.032777	noun
pääministeri	357	19229	0.032668	noun
muuttua	358	19198	0.032615	verb
usein	359	19068	0.032394	adverb
tulo	360	19000	0.032279	noun
keskusta	361	18986	0.032255	noun
joku	362	18933	0.032165	pronoun
sata	363	18927	0.032155	numeral
jolloin	364	18903	0.032114	adverb
Nato	365	18823	0.031978	proper noun
näkyä	366	18813	0.031961	verb
työntekijä	367	18813	0.031961	noun
valmis	368	18769	0.031886	adjective
osuus	369	18747	0.031849	noun
samalla	370	18740	0.031837	adverb
käsi	371	18708	0.031783	noun
kautta	372	18704	0.031776	preposition
heti	373	18677	0.03173	adverb
miljardi	374	18614	0.031623	numeral
poliittinen	375	18606	0.031609	adjective
ehtiä	376	18563	0.031536	verb
asua	377	18540	0.031497	verb
osoittaa	378	18392	0.031246	verb
lehti	379	18385	0.031234	noun
siellä	380	18380	0.031226	adverb
aiemmin	381	18344	0.031164	adverb
ostaa	382	18293	0.031078	verb
asiakas	383	18292	0.031076	noun
tällainen	384	18235	0.030979	adjective
henkilö	385	18226	0.030964	noun
sivu	386	18197	0.030915	noun
kirjoittaa	387	18098	0.030746	verb
klo	388	18068	0.030695	noun
raja	389	18032	0.030634	noun
toimitusjohtaja	390	18028	0.030628	noun
musiikki	391	18008	0.030594	noun
teos	392	17982	0.030549	noun
kasvu	393	17966	0.030522	noun
talous	394	17740	0.030138	noun
sota	395	17739	0.030137	noun
erityisesti	396	17669	0.030018	adverb
koti	397	17619	0.029933	noun
perustaa	398	17479	0.029695	verb
jakaa	399	17436	0.029622	verb
kokea	400	17363	0.029498	verb
kilometri	401	17293	0.029379	noun
palata	402	17247	0.029301	verb
asukas	403	17227	0.029267	noun
korostaa	404	17116	0.029078	verb
käytäntö	405	17089	0.029032	noun
paha	406	17086	0.029027	adjective
luoda	407	17085	0.029025	verb
vuoksi	408	16998	0.028878	preposition
vaali	409	16986	0.028857	noun
Kari	410	16860	0.028643	proper noun
kirkko	411	16823	0.02858	noun
suunnitella	412	16801	0.028543	verb
hieman	413	16793	0.028529	adverb
minuutti	414	16720	0.028405	noun
keskustelu	415	16706	0.028382	noun
päättyä	416	16642	0.028273	verb
tutkia	417	16587	0.028179	verb
oikea	418	16515	0.028057	adjective
tapaus	419	16425	0.027904	noun
siis	420	16410	0.027879	adverb
osata	421	16400	0.027862	verb
eduskunta	422	16397	0.027857	noun
ero	423	16339	0.027758	noun
Lipponen	424	16233	0.027578	proper noun
arvo	425	16185	0.027496	noun
henki	426	16067	0.027296	noun
vahva	427	16032	0.027237	adjective
yleensä	428	15963	0.027119	adverb
tukea	429	15894	0.027002	verb
molemmat	430	15876	0.026972	pronoun
neuvottelu	431	15822	0.02688	noun
seura	432	15813	0.026865	noun
vaihe	433	15696	0.026666	noun
kuulla	434	15634	0.02656	verb
tarkoittaa	435	15615	0.026528	verb
pankki	436	15597	0.026498	noun
tuhat	437	15569	0.02645	numeral
kuinka	438	15559	0.026433	adverb
vetää	439	15554	0.026424	verb
kuka	440	15527	0.026379	pronoun
Juha	441	15511	0.026351	proper noun
koulutus	442	15507	0.026345	noun
lisää	443	15441	0.026233	adverb
jotta	444	15398	0.026159	conjunction
miljoona	445	15365	0.026103	noun
selvä	446	15321	0.026029	adjective
puolestaan	447	15302	0.025996	adverb
tuottaa	448	15260	0.025925	verb
nopeasti	449	15233	0.025879	adverb
ainoa	450	15226	0.025867	adjective
myöhemmin	451	15187	0.025801	adverb
silti	452	15172	0.025776	adverb
työpaikka	453	15156	0.025748	noun
vaikka	454	15109	0.025668	adverb
rakentaminen	455	15046	0.025561	noun
ymmärtää	456	15005	0.025492	verb
täysin	457	14991	0.025468	adverb
sen sijaan	458	14934	0.025371	adverb
sijaita	459	14931	0.025366	verb
käsitellä	460	14915	0.025339	verb
helppo	461	14912	0.025334	adjective
Mika	462	14908	0.025327	proper noun
merkitä	463	14896	0.025307	verb
suhde	464	14896	0.025307	noun
historia	465	14852	0.025232	noun
komissio	466	14852	0.025232	noun
laki	467	14852	0.025232	noun
selvästi	468	14841	0.025213	adverb
pelaaja	469	14826	0.025188	noun
tänään	470	14783	0.025115	adverb
takia	471	14764	0.025082	preposition
ratkaista	472	14744	0.025048	verb
kello	473	14741	0.025043	noun
muuten	474	14713	0.024996	adverb
ihan	475	14705	0.024982	adverb
näyttely	476	14698	0.02497	noun
yhteys	477	14671	0.024924	noun
todella	478	14646	0.024882	adverb
kokemus	479	14567	0.024748	noun
ehdokas	480	14500	0.024634	noun
laaja	481	14495	0.024625	adjective
kulua	482	14475	0.024591	verb
asunto	483	14472	0.024586	noun
kehitys	484	14467	0.024578	noun
osake	485	14423	0.024503	noun
huomio	486	14408	0.024478	noun
Ranska	487	14395	0.024455	proper noun
äiti	488	14379	0.024428	noun
yleisö	489	14350	0.024379	noun
siksi	490	14335	0.024354	adverb
etsiä	491	14295	0.024286	verb
asettaa	492	14283	0.024265	verb
huono	493	14266	0.024236	adjective
myynti	494	14233	0.02418	noun
kiinni	495	14228	0.024172	adverb
pohtia	496	14219	0.024156	verb
hoito	497	14109	0.02397	noun
tarve	498	14101	0.023956	noun
yleinen	499	14096	0.023948	adjective
ryhtyä	500	14076	0.023914	verb
erittäin	501	14045	0.023861	adverb
tuttu	502	14041	0.023854	adjective
luvata	503	14038	0.023849	verb
ajatella	504	14017	0.023813	verb
suunta	505	14008	0.023798	noun
kukaan	506	13998	0.023781	pronoun
lupa	507	13981	0.023752	noun
ajatus	508	13946	0.023693	noun
tosin	509	13945	0.023691	adverb
hankkia	510	13944	0.023689	verb
kulkea	511	13936	0.023676	verb
kysyä	512	13909	0.02363	verb
tyttö	513	13888	0.023594	noun
miettiä	514	13882	0.023584	verb
varten	515	13872	0.023567	preposition
edellinen	516	13781	0.023412	adjective
avata	517	13775	0.023402	verb
yhdessä	518	13765	0.023385	adverb
saapua	519	13752	0.023363	verb
kohde	520	13749	0.023358	noun
muistaa	521	13729	0.023324	verb
SM	522	13724	0.023316	abbreviation
tuote	523	13712	0.023295	noun
kone	524	13692	0.023261	noun
välinen	525	13670	0.023224	adjective
opettaja	526	13609	0.02312	noun
epäillä	527	13608	0.023118	verb
ilta	528	13575	0.023062	noun
Nokia	529	13567	0.023049	proper noun
maakunta	530	13566	0.023047	noun
markkinat	531	13542	0.023006	noun
Timo	532	13491	0.02292	proper noun
yhteensä	533	13424	0.022806	adverb
kieli	534	13379	0.022729	noun
täällä	535	13348	0.022677	adverb
Ahtisaari	536	13341	0.022665	proper noun
vuosikymmen	537	13317	0.022624	noun
tekijä	538	13305	0.022604	noun
tavallinen	539	13288	0.022575	adjective
kansa	540	13275	0.022553	noun
seitsemän	541	13257	0.022522	numeral
merkittävä	542	13255	0.022519	adjective
yö	543	13253	0.022515	noun
sana	544	13237	0.022488	noun
huolimatta	545	13168	0.022371	preposition
asti	546	13166	0.022368	preposition
vaihtoehto	547	13127	0.022301	noun
TV	548	13122	0.022293	abbreviation
puuttua	549	13104	0.022262	verb
auttaa	550	13036	0.022147	verb
merkitys	551	13016	0.022113	noun
valmistua	552	13014	0.022109	verb
isä	553	13006	0.022096	noun
runsas	554	12993	0.022074	adjective
saakka	555	12968	0.022031	preposition
Jugoslavia	556	12919	0.021948	proper noun
Jukka	557	12896	0.021909	proper noun
koskaan	558	12893	0.021904	adverb
YK	559	12875	0.021873	abbreviation
kerätä	560	12853	0.021836	verb
yhtä	561	12839	0.021812	adverb
kuolla	562	12792	0.021732	verb
liike	563	12770	0.021695	noun
takaisin	564	12740	0.021644	adverb
suunnitelma	565	12735	0.021635	noun
esiintyä	566	12700	0.021576	verb
vakuuttaa	567	12693	0.021564	verb
tuotanto	568	12636	0.021467	noun
valmentaja	569	12630	0.021457	noun
malli	570	12592	0.021392	noun
parlamentti	571	12569	0.021353	noun
kansalainen	572	12566	0.021348	noun
pää	573	12550	0.021321	noun
toteuttaa	574	12550	0.021321	verb
kuvata	575	12530	0.021287	verb
vanhempi	576	12525	0.021279	noun
esitellä	577	12513	0.021258	verb
aihe	578	12511	0.021255	noun
talvi	579	12489	0.021217	noun
vauhti	580	12488	0.021216	noun
yhteiskunta	581	12478	0.021199	noun
Kiina	582	12464	0.021175	proper noun
eräs	583	12460	0.021168	pronoun
siirtää	584	12459	0.021166	verb
lähettää	585	12425	0.021109	verb
lukea	586	12414	0.02109	verb
varmasti	587	12412	0.021087	adverb
kahdeksan	588	12409	0.021081	numeral
toisaalta	589	12354	0.020988	adverb
täyttää	590	12347	0.020976	verb
meno	591	12343	0.020969	noun
vahvistaa	592	12316	0.020923	verb
vaikutus	593	12285	0.020871	noun
perinteinen	594	12229	0.020776	adjective
kok.	595	12198	0.020723	abbreviation
Hannu	596	12186	0.020703	proper noun
rakennus	597	12169	0.020674	noun
taloudellinen	598	12155	0.02065	adjective
kehittää	599	12154	0.020648	verb
pois	600	12146	0.020635	adverb
edustaa	601	12134	0.020614	verb
pitkään	602	12075	0.020514	adverb
kylä	603	12073	0.020511	noun
kanta	604	12034	0.020444	noun
nopea	605	12006	0.020397	adjective
opiskelija	606	12004	0.020393	noun
vai	607	11947	0.020297	conjunction
tavata	608	11924	0.020258	verb
kannalta	609	11887	0.020195	preposition
huomata	610	11882	0.020186	verb
varsin	611	11877	0.020178	adverb
Jari	612	11843	0.02012	proper noun
metsä	613	11835	0.020106	noun
lisääntyä	614	11814	0.020071	verb
liikenne	615	11801	0.020049	noun
työskennellä	616	11777	0.020008	verb
kovin	617	11760	0.019979	adverb
hallita	618	11750	0.019962	verb
tutkija	619	11722	0.019914	noun
pyytää	620	11678	0.01984	verb
miksi	621	11638	0.019772	adverb
ensin	622	11617	0.019736	adverb
laji	623	11604	0.019714	noun
ohjata	624	11598	0.019704	verb
oikein	625	11562	0.019643	adverb
vastuu	626	11553	0.019627	noun
kansanedustaja	627	11534	0.019595	noun
rooli	628	11502	0.019541	noun
alle	629	11477	0.019498	adverb
lähinnä	630	11463	0.019474	adverb
tyytyväinen	631	11457	0.019464	adjective
Norja	632	11452	0.019456	proper noun
järjestö	633	11419	0.0194	noun
paikallinen	634	11401	0.019369	adjective
kärsiä	635	11386	0.019344	verb
puu	636	11386	0.019344	noun
etu	637	11379	0.019332	noun
liikkua	638	11373	0.019321	verb
professori	639	11342	0.019269	noun
luokka	640	11291	0.019182	noun
täytyä	641	11287	0.019175	verb
linja	642	11237	0.01909	noun
julkaista	643	11231	0.01908	verb
istua	644	11208	0.019041	verb
perusteella	645	11206	0.019038	preposition
elokuu	646	11182	0.018997	noun
joskus	647	11181	0.018995	adverb
Paavo	648	11162	0.018963	proper noun
tuo	649	11142	0.018929	pronoun
Martti	650	11133	0.018914	proper noun
menettää	651	11113	0.01888	verb
viettää	652	11107	0.01887	verb
panna	653	11085	0.018832	verb
selvitä	654	11075	0.018815	verb
sattua	655	11062	0.018793	verb
Antti	656	11032	0.018742	proper noun
soittaa	657	10980	0.018654	verb
politiikka	658	10960	0.01862	noun
seutu	659	10950	0.018603	noun
Aho	660	10936	0.018579	proper noun
kiinnostaa	661	10936	0.018579	verb
keskittyä	662	10934	0.018576	verb
oppilas	663	10929	0.018567	noun
kierros	664	10913	0.01854	noun
kesäkuu	665	10911	0.018537	noun
piiri	666	10897	0.018513	noun
avoin	667	10880	0.018484	adjective
valinta	668	10880	0.018484	noun
varsinainen	669	10871	0.018469	adjective
euro	670	10863	0.018455	noun
puhe	671	10852	0.018436	noun
kulttuuri	672	10849	0.018431	noun
perustua	673	10834	0.018406	verb
kaikkiaan	674	10832	0.018402	adverb
kutsua	675	10802	0.018351	verb
ura	676	10797	0.018343	noun
huoli	677	10779	0.018312	noun
jälleen	678	10747	0.018258	adverb
valtuusto	679	10721	0.018214	noun
Pohjois-Karjala	680	10715	0.018204	proper noun
kohti	681	10707	0.01819	preposition
vastaan	682	10704	0.018185	adverb
Heikki	683	10689	0.018159	proper noun
arvella	684	10672	0.018131	verb
Viro	685	10589	0.01799	proper noun
julkinen	686	10585	0.017983	adjective
liiga	687	10578	0.017971	noun
Kokoomus	688	10570	0.017957	noun
kehittäminen	689	10547	0.017918	noun
pelätä	690	10536	0.017899	verb
tuore	691	10531	0.017891	adjective
hävitä	692	10523	0.017877	verb
ns.	693	10506	0.017849	abbreviation
omistaja	694	10506	0.017849	noun
silmä	695	10504	0.017845	noun
projekti	696	10489	0.01782	noun
yhdistys	697	10484	0.017811	noun
nousu	698	10389	0.01765	noun
uhata	699	10353	0.017589	verb
viranomainen	700	10350	0.017583	noun
kenttä	701	10345	0.017575	noun
erä	702	10325	0.017541	noun
mennessä	703	10315	0.017524	preposition
aikaisin	704	10307	0.01751	adverb
tarina	705	10278	0.017461	noun
tiukka	706	10254	0.01742	adjective
teatteri	707	10252	0.017417	noun
väki	708	10239	0.017395	noun
omistaa	709	10234	0.017386	verb
kerran	710	10226	0.017373	adverb
tekeminen	711	10151	0.017245	noun
täysi	712	10146	0.017237	adjective
puolesta	713	10128	0.017206	preposition
Hyvinkää	714	10115	0.017184	proper noun
tässä	715	10114	0.017183	adverb
yllättää	716	10112	0.017179	verb
huomauttaa	717	10104	0.017166	verb
keskeinen	718	10096	0.017152	adjective
kokonaan	719	10090	0.017142	adverb
yrittäjä	720	10068	0.017104	noun
keskustella	721	10053	0.017079	verb
kotimainen	722	10041	0.017059	adjective
ministeri	723	10033	0.017045	noun
varsinkin	724	10015	0.017014	adverb
tietysti	725	9995	0.01698	adverb
kustannus	726	9986	0.016965	noun
sairaala	727	9979	0.016953	noun
johtua	728	9976	0.016948	verb
AFP	729	9955	0.016912	abbreviation
syyskuu	730	9943	0.016892	noun
kansallinen	731	9933	0.016875	adjective
merkki	732	9933	0.016875	noun
välillä	733	9932	0.016873	preposition
tuomita	734	9880	0.016785	verb
keskus	735	9879	0.016783	noun
lopettaa	736	9869	0.016766	verb
lokakuu	737	9863	0.016756	noun
Internet	738	9848	0.016731	proper noun
Markku	739	9833	0.016705	proper noun
oppia	740	9829	0.016698	verb
Seppo	741	9802	0.016652	proper noun
yli	742	9781	0.016617	preposition
sekunti	743	9753	0.016569	noun
lopulta	744	9743	0.016552	adverb
onni	745	9733	0.016535	noun
mikäli	746	9704	0.016486	conjunction
parantaa	747	9701	0.016481	verb
luonto	748	9694	0.016469	noun
valta	749	9682	0.016449	noun
ympäristö	750	9673	0.016433	noun
pohja	751	9670	0.016428	noun
todellinen	752	9653	0.016399	adjective
myötä	753	9647	0.016389	preposition
kantaa	754	9640	0.016377	verb
toukokuu	755	9627	0.016355	noun
keino	756	9609	0.016325	noun
taiteilija	757	9603	0.016314	noun
aika	758	9600	0.016309	adverb
Erkki	759	9584	0.016282	proper noun
uudelleen	760	9574	0.016265	adverb
Sd.	761	9562	0.016245	abbreviation
valmistaa	762	9535	0.016199	verb
tehdas	763	9508	0.016153	noun
Mikko	764	9489	0.016121	proper noun
edetä	765	9454	0.016061	verb
