# A Finnish frequency list from Finnish printed news
# The 9996 most common lemmas of the language of Finnish printed news. The vocabulary was assembled in 2004 and the total count of the source material was 43,999,826 words.
#
# word	rank	count	percentage	PoS
ladata	4748	1156	0.001964	verb
lehdistötilaisuus	4749	1156	0.001964	noun
teollinen	4750	1156	0.001964	adjective
Times	4751	1156	0.001964	proper noun
Kalajoki	4752	1155	0.001962	proper noun
Koli	4753	1155	0.001962	proper noun
ruusu	4754	1155	0.001962	noun
viidenneksi	4755	1155	0.001962	adverb
Hill	4756	1152	0.001957	proper noun
jääminen	4757	1152	0.001957	noun
senttinen	4758	1152	0.001957	adjective
sponsori	4759	1151	0.001955	noun
Alatalo	4760	1150	0.001954	proper noun
kaavoitus	4761	1149	0.001952	noun
kunnallisvaali	4762	1149	0.001952	noun
Linna	4763	1149	0.001952	proper noun
panostus	4764	1149	0.001952	noun
selonteko	4765	1149	0.001952	noun
tyylikäs	4766	1149	0.001952	adjective
nimimerkki	4767	1148	0.00195	noun
Gustafsson	4768	1147	0.001949	proper noun
instituutio	4769	1147	0.001949	noun
Sorsa	4770	1147	0.001949	proper noun
torni	4771	1147	0.001949	noun
Virolainen	4772	1147	0.001949	proper noun
Backman	4773	1146	0.001947	proper noun
siinä missä	4774	1146	0.001947	conjunction
Tiainen	4775	1146	0.001947	proper noun
lakiesitys	4776	1145	0.001945	noun
puuhata	4777	1145	0.001945	verb
myöhässä	4778	1144	0.001944	adverb
Schmitt	4779	1144	0.001944	proper noun
virittää	4780	1144	0.001944	verb
laajeneminen	4781	1143	0.001942	noun
kommunistinen	4782	1142	0.00194	adjective
piillä	4783	1142	0.00194	verb
AP	4784	1141	0.001938	abbreviation
indeksi	4785	1141	0.001938	noun
konservatorio	4786	1141	0.001938	noun
Lampinen	4787	1141	0.001938	proper noun
metsästäjä	4788	1141	0.001938	noun
periksi	4789	1141	0.001938	adverb
startti	4790	1141	0.001938	noun
toisinaan	4791	1141	0.001938	adverb
luotsata	4792	1140	0.001937	verb
Reuter	4793	1140	0.001937	proper noun
Sipilä	4794	1140	0.001937	proper noun
Suomi-yhtiö	4795	1140	0.001937	proper noun
pikainen	4796	1139	0.001935	adjective
Sallinen	4797	1139	0.001935	proper noun
velvoite	4798	1139	0.001935	noun
viereinen	4799	1139	0.001935	adjective
Eddie	4800	1138	0.001933	proper noun
ikinä	4801	1138	0.001933	adverb
International	4802	1138	0.001933	proper noun
kaiken aikaa	4803	1138	0.001933	adverb
Mike	4804	1138	0.001933	proper noun
sävel	4805	1138	0.001933	noun
vaisu	4806	1138	0.001933	adjective
hyväksyntä	4807	1137	0.001932	noun
Karppinen	4808	1137	0.001932	proper noun
menestyminen	4809	1137	0.001932	noun
nolla	4810	1137	0.001932	noun
käsittämätön	4811	1136	0.00193	adjective
punta	4812	1136	0.00193	noun
Tanja	4813	1135	0.001928	proper noun
tilapäinen	4814	1135	0.001928	adjective
touhu	4815	1135	0.001928	noun
Group	4816	1134	0.001927	proper noun
mainonta	4817	1134	0.001927	noun
Oksanen	4818	1134	0.001927	proper noun
vihje	4819	1134	0.001927	noun
kasvukeskus	4820	1133	0.001925	noun
pahoitella	4821	1133	0.001925	verb
Suomenlahti	4822	1133	0.001925	proper noun
uskottava	4823	1133	0.001925	adjective
keski-ikä	4824	1132	0.001923	noun
pääsääntöisesti	4825	1132	0.001923	adverb
siisti	4826	1132	0.001923	adjective
toimintatapa	4827	1132	0.001923	noun
Imatra	4828	1131	0.001921	proper noun
Rautavaara	4829	1131	0.001921	proper noun
seurue	4830	1131	0.001921	noun
vartioida	4831	1131	0.001921	verb
aate	4832	1130	0.00192	noun
ihmiskunta	4833	1130	0.00192	noun
toivomus	4834	1130	0.00192	noun
vaja	4835	1130	0.00192	noun
vihkiä	4836	1130	0.00192	verb
Koivula	4837	1129	0.001918	proper noun
Nivala	4838	1129	0.001918	proper noun
sen enempää	4839	1129	0.001918	adverb
Söderman	4840	1129	0.001918	proper noun
tarkkuus	4841	1129	0.001918	noun
tilastokeskus	4842	1129	0.001918	noun
lievästi	4843	1128	0.001916	adverb
mietintö	4844	1128	0.001916	noun
serbijoukko	4845	1128	0.001916	noun
Frank	4846	1127	0.001915	proper noun
kansliapäällikkö	4847	1127	0.001915	noun
Ketola	4848	1127	0.001915	proper noun
leima	4849	1127	0.001915	noun
surullinen	4850	1127	0.001915	adjective
Tammela	4851	1127	0.001915	proper noun
huonekalu	4852	1126	0.001913	noun
ratkoa	4853	1126	0.001913	verb
yrittäjyys	4854	1126	0.001913	noun
hidastua	4855	1125	0.001911	verb
käytävä	4856	1125	0.001911	noun
Matikainen	4857	1125	0.001911	proper noun
radio	4858	1125	0.001911	proper noun
Sievinen	4859	1125	0.001911	proper noun
vähätellä	4860	1125	0.001911	verb
koittaa	4861	1124	0.00191	verb
tarkastaja	4862	1124	0.00191	noun
vuotaa	4863	1124	0.00191	verb
itävaltalainen	4864	1123	0.001908	adjective
aviomies	4865	1122	0.001906	noun
raivata	4866	1122	0.001906	verb
reikä	4867	1122	0.001906	noun
suunnitteilla	4868	1122	0.001906	adverb
antautua	4869	1121	0.001904	verb
Geneve	4870	1121	0.001904	proper noun
tarkentaa	4871	1121	0.001904	verb
aktiivisuus	4872	1120	0.001903	noun
kaupungintalo	4873	1120	0.001903	noun
perässä	4874	1120	0.001903	adverb
radikaali	4875	1119	0.001901	adjective
tässä tapauksessa	4876	1119	0.001901	adverb
veroprosentti	4877	1119	0.001901	noun
australialainen	4878	1118	0.001899	adjective
oleminen	4879	1117	0.001898	noun
lentoyhtiö	4880	1116	0.001896	noun
Numminen	4881	1116	0.001896	proper noun
ruokkia	4882	1116	0.001896	verb
Strasbourg	4883	1116	0.001896	proper noun
murtua	4884	1115	0.001894	verb
Tahvanainen	4885	1115	0.001894	proper noun
tk	4886	1115	0.001894	abbreviation
Öcalanin	4887	1115	0.001894	proper noun
EPA	4888	1114	0.001893	abbreviation
Tshernomyrdin	4889	1114	0.001893	proper noun
turvallisuuspolitiikka	4890	1114	0.001893	noun
vankeusrangaistus	4891	1114	0.001893	noun
ääressä	4892	1114	0.001893	preposition
harva	4893	1113	0.001891	adjective
Lea	4894	1113	0.001891	proper noun
meri	4895	1113	0.001891	proper noun
Mäki	4896	1113	0.001891	proper noun
jalostaa	4897	1112	0.001889	verb
nopeuttaa	4898	1112	0.001889	verb
peili	4899	1112	0.001889	noun
työmarkkinajärjestö	4900	1112	0.001889	noun
uuni	4901	1112	0.001889	noun
viha	4902	1112	0.001889	noun
yllä	4903	1112	0.001889	preposition
kuori	4904	1111	0.001887	noun
noteerata	4905	1111	0.001887	verb
haltija	4906	1110	0.001886	noun
käsky	4907	1110	0.001886	noun
legendaarinen	4908	1110	0.001886	adjective
Rautio	4909	1109	0.001884	proper noun
tuomiokirkko	4910	1109	0.001884	noun
tiedotus	4911	1108	0.001882	noun
Kärkkäinen	4912	1107	0.001881	proper noun
pohdinta	4913	1107	0.001881	noun
Savo	4914	1107	0.001881	proper noun
terroristi	4915	1107	0.001881	noun
tulopoliittinen	4916	1107	0.001881	adjective
Itä-eurooppa	4917	1106	0.001879	proper noun
Ojanen	4918	1106	0.001879	proper noun
riippuvainen	4919	1106	0.001879	adjective
kansalaisjärjestö	4920	1105	0.001877	noun
kuntaliitto	4921	1105	0.001877	noun
eristää	4922	1104	0.001876	verb
kaatuminen	4923	1103	0.001874	noun
keskusta	4924	1103	0.001874	proper noun
koski	4925	1103	0.001874	noun
oikeassa	4926	1103	0.001874	adverb
pyhä	4927	1103	0.001874	proper noun
uskollinen	4928	1102	0.001872	adjective
vitsi	4929	1102	0.001872	noun
aamuyö	4930	1101	0.00187	noun
Julia	4931	1101	0.00187	proper noun
Huttunen	4932	1100	0.001869	proper noun
klinikka	4933	1100	0.001869	noun
negatiivinen	4934	1100	0.001869	adjective
peruspalvelu	4935	1100	0.001869	noun
startata	4936	1100	0.001869	verb
tyytyväisyys	4937	1100	0.001869	noun
hitti	4938	1099	0.001867	noun
hiekka	4939	1098	0.001865	noun
kansallispuisto	4940	1098	0.001865	noun
vastus	4941	1098	0.001865	noun
byrokratia	4942	1097	0.001864	noun
nahka	4943	1097	0.001864	noun
rautatieasema	4944	1097	0.001864	noun
tienata	4945	1097	0.001864	verb
koripallo	4946	1096	0.001862	noun
Lindberg	4947	1096	0.001862	proper noun
sipuli	4948	1096	0.001862	noun
tasoitus	4949	1096	0.001862	noun
tiedustella	4950	1095	0.00186	verb
vaikeasti	4951	1095	0.00186	adverb
juhlistaa	4952	1094	0.001859	verb
Kalervo	4953	1094	0.001859	proper noun
perättäinen	4954	1094	0.001859	adjective
oikeudenmukainen	4955	1093	0.001857	adjective
puida	4956	1092	0.001855	verb
Saara	4957	1092	0.001855	proper noun
saatavilla	4958	1091	0.001853	adverb
elimistö	4959	1090	0.001852	noun
Hilkka	4960	1090	0.001852	proper noun
muovi	4961	1090	0.001852	noun
Nousiainen	4962	1090	0.001852	proper noun
peliaika	4963	1090	0.001852	noun
Tohmajärvi	4964	1090	0.001852	proper noun
tshetsheeni	4965	1090	0.001852	noun
valmistautuminen	4966	1090	0.001852	noun
asemakaava	4967	1088	0.001848	noun
Budapest	4968	1088	0.001848	proper noun
kukkia	4969	1088	0.001848	verb
lähettiläs	4970	1088	0.001848	noun
nobel	4971	1088	0.001848	proper noun
tuumata	4972	1088	0.001848	verb
lampi	4973	1087	0.001847	proper noun
milj	4974	1087	0.001847	numeral
varatoimitusjohtaja	4975	1087	0.001847	noun
edistyä	4976	1086	0.001845	verb
enkeli	4977	1086	0.001845	noun
pukea	4978	1086	0.001845	verb
sattuma	4979	1086	0.001845	noun
vessa	4980	1086	0.001845	noun
arkkitehtuuri	4981	1085	0.001843	noun
Charles	4982	1085	0.001843	proper noun
hattu	4983	1085	0.001843	noun
huomautus	4984	1085	0.001843	noun
jo	4985	1085	0.001843	proper noun
kiusallinen	4986	1085	0.001843	adjective
kävely	4987	1085	0.001843	noun
kertaakaan	4988	1084	0.001842	adverb
kuntaliitos	4989	1084	0.001842	noun
pikkupoika	4990	1084	0.001842	noun
uusiminen	4991	1083	0.00184	noun
vastalause	4992	1083	0.00184	noun
ikäihminen	4993	1082	0.001838	noun
lemmikki	4994	1082	0.001838	noun
Alma	4995	1081	0.001836	proper noun
Koponen	4996	1080	0.001835	proper noun
porkkana	4997	1080	0.001835	noun
syrjä	4998	1080	0.001835	noun
eurooppalainen	4999	1079	0.001833	noun
kansanpuolue	5000	1079	0.001833	noun
silminnäkijä	5001	1079	0.001833	noun
komeasti	5002	1078	0.001831	adverb
Alamäki	5003	1077	0.00183	proper noun
komisario	5004	1077	0.00183	noun
Kuusisto	5005	1077	0.00183	proper noun
muistutus	5006	1077	0.00183	noun
saavuttaminen	5007	1077	0.00183	noun
suomentaa	5008	1077	0.00183	verb
Suvi-Anne	5009	1076	0.001828	proper noun
avaruus	5010	1075	0.001826	noun
etäinen	5011	1075	0.001826	adjective
havitella	5012	1075	0.001826	verb
hengellinen	5013	1075	0.001826	adjective
hermo	5014	1075	0.001826	noun
Kansa	5015	1075	0.001826	proper noun
keihäs	5016	1075	0.001826	noun
koolla	5017	1075	0.001826	adverb
kummola	5018	1074	0.001825	proper noun
stalin	5019	1074	0.001825	proper noun
todistus	5020	1074	0.001825	noun
päämies	5021	1073	0.001823	noun
erlund	5022	1072	0.001821	proper noun
poikki	5023	1072	0.001821	adverb
tolvanen	5024	1072	0.001821	proper noun
venäjä	5025	1072	0.001821	noun
ammattitaitoinen	5026	1071	0.00182	adjective
muurame	5027	1071	0.00182	proper noun
näky	5028	1071	0.00182	noun
rauta	5029	1071	0.00182	noun
senaatti	5030	1071	0.00182	noun
tippua	5031	1071	0.00182	verb
aina kun	5032	1070	0.001818	conjunction
blues	5033	1070	0.001818	noun
virheellinen	5034	1070	0.001818	adjective
huoneisto	5035	1069	0.001816	noun
hämmästellä	5036	1069	0.001816	verb
pohdiskella	5037	1069	0.001816	verb
romanttinen	5038	1069	0.001816	adjective
tervo	5039	1069	0.001816	proper noun
tukkia	5040	1069	0.001816	verb
linjata	5041	1068	0.001814	verb
rasti	5042	1068	0.001814	noun
taidemuseo	5043	1068	0.001814	noun
jalankulkija	5044	1067	0.001813	noun
jarno	5045	1067	0.001813	proper noun
kilpailukykyinen	5046	1067	0.001813	adjective
kymmenisen	5047	1067	0.001813	numeral
rauhanprosessi	5048	1067	0.001813	noun
risti	5049	1067	0.001813	noun
virpi	5050	1067	0.001813	proper noun
kuvataiteilija	5051	1066	0.001811	noun
osastopäällikkö	5052	1066	0.001811	noun
eteläosa	5053	1065	0.001809	noun
vastaanottokeskus	5054	1065	0.001809	noun
parveke	5055	1064	0.001808	noun
taideteos	5056	1064	0.001808	noun
sijainen	5057	1063	0.001806	noun
groznyi	5058	1062	0.001804	proper noun
julki	5059	1062	0.001804	adverb
kenia	5060	1062	0.001804	proper noun
mönkäre	5061	1062	0.001804	proper noun
takki	5062	1062	0.001804	noun
fysiikka	5063	1061	0.001803	noun
uotila	5064	1061	0.001803	proper noun
vasta sitten	5065	1061	0.001803	adverb
agentti	5066	1060	0.001801	noun
syrjäytyminen	5067	1060	0.001801	noun
hakkuu	5068	1059	0.001799	noun
honka	5069	1059	0.001799	proper noun
povata	5070	1059	0.001799	verb
syöksyä	5071	1059	0.001799	verb
humala	5072	1058	0.001797	noun
luja	5073	1057	0.001796	adjective
näet	5074	1057	0.001796	adverb
pyöreä	5075	1057	0.001796	adjective
perustaja	5076	1056	0.001794	noun
rohkeasti	5077	1056	0.001794	adverb
tiepiiri	5078	1056	0.001794	noun
hissi	5079	1055	0.001792	noun
israelilainen	5080	1055	0.001792	adjective
jackson	5081	1055	0.001792	proper noun
roikkua	5082	1055	0.001792	verb
vaurio	5083	1055	0.001792	noun
arvosana	5084	1054	0.001791	noun
lars	5085	1054	0.001791	proper noun
maatalousministeri	5086	1054	0.001791	noun
takavarikoida	5087	1054	0.001791	verb
tätä nykyä	5088	1054	0.001791	adverb
ylijäämä	5089	1054	0.001791	noun
jarruttaa	5090	1053	0.001789	verb
musiikillinen	5091	1053	0.001789	adjective
vaalitulos	5092	1053	0.001789	noun
manchester	5093	1052	0.001787	proper noun
varttua	5094	1052	0.001787	verb
ben	5095	1051	0.001786	proper noun
nevalainen	5096	1051	0.001786	proper noun
tuleminen	5097	1051	0.001786	noun
tähänastinen	5098	1051	0.001786	adjective
kalliomäki	5099	1050	0.001784	proper noun
kasata	5100	1050	0.001784	verb
köln	5101	1050	0.001784	proper noun
kertoma	5102	1049	0.001782	noun
myrkky	5103	1049	0.001782	noun
nappi	5104	1049	0.001782	noun
tiivistyä	5105	1049	0.001782	verb
tilastokeskus	5106	1049	0.001782	proper noun
itsenäisyyspäivä	5107	1048	0.00178	noun
kotisivu	5108	1048	0.00178	noun
suunnistus	5109	1048	0.00178	noun
symboli	5110	1048	0.00178	noun
äänestysprosentti	5111	1048	0.00178	noun
huolellisesti	5112	1047	0.001779	adverb
tietoverkko	5113	1047	0.001779	noun
pohjoismaa	5114	1046	0.001777	noun
heikosti	5115	1045	0.001775	adverb
jumalanpalvelus	5116	1045	0.001775	noun
perin	5117	1045	0.001775	adverb
vanhentua	5118	1045	0.001775	verb
kohtalokas	5119	1044	0.001774	adjective
täsmentää	5120	1044	0.001774	verb
florida	5121	1043	0.001772	proper noun
väistyä	5122	1043	0.001772	verb
makkonen	5123	1042	0.00177	proper noun
siinä mielessä	5124	1042	0.00177	adverb
ylijohtaja	5125	1042	0.00177	noun
artisti	5126	1041	0.001769	noun
imeä	5127	1041	0.001769	verb
kateissa	5128	1041	0.001769	adverb
nauha	5129	1041	0.001769	noun
parisataa	5130	1041	0.001769	numeral
tarjoutua	5131	1041	0.001769	verb
puutteellinen	5132	1040	0.001767	adjective
kauppahinta	5133	1039	0.001765	noun
rakennusala	5134	1039	0.001765	noun
toimitila	5135	1039	0.001765	noun
hävittäjä	5136	1038	0.001763	noun
kongo	5137	1038	0.001763	proper noun
sitoutuminen	5138	1038	0.001763	noun
aseellinen	5139	1037	0.001762	adjective
kirjain	5140	1037	0.001762	noun
korruptio	5141	1037	0.001762	noun
ajella	5142	1036	0.00176	verb
asutus	5143	1036	0.00176	noun
sandell	5144	1036	0.00176	proper noun
talteen	5145	1036	0.00176	adverb
diplomaatti	5146	1035	0.001758	noun
edesmennä	5147	1035	0.001758	verb
karu	5148	1035	0.001758	adjective
salla	5149	1035	0.001758	proper noun
tylsä	5150	1035	0.001758	adjective
viestittää	5151	1035	0.001758	verb
viljely	5152	1035	0.001758	noun
loputon	5153	1034	0.001757	adjective
punnita	5154	1034	0.001757	verb
sammuttaa	5155	1034	0.001757	verb
vastakkain	5156	1034	0.001757	adverb
vesilaitos	5157	1033	0.001755	noun
kypärä	5158	1032	0.001753	noun
räty	5159	1032	0.001753	proper noun
vakinainen	5160	1032	0.001753	adjective
akateeminen	5161	1031	0.001752	adjective
daniel	5162	1031	0.001752	proper noun
etyjin	5163	1031	0.001752	proper noun
ilmari	5164	1031	0.001752	proper noun
muodostaminen	5165	1031	0.001752	noun
niina	5166	1031	0.001752	proper noun
tyytymätön	5167	1031	0.001752	adjective
viisaus	5168	1031	0.001752	noun
di	5169	1030	0.00175	abbreviation
hämmentää	5170	1030	0.00175	verb
myöntäminen	5171	1030	0.00175	noun
pariin	5172	1030	0.00175	preposition
satatuhatta	5173	1030	0.00175	numeral
valtionyhtiö	5174	1030	0.00175	noun
ystävyys	5175	1030	0.00175	noun
haapajärvi	5176	1029	0.001748	proper noun
kivi	5177	1029	0.001748	proper noun
maustaa	5178	1029	0.001748	verb
tarkoin	5179	1029	0.001748	adverb
asuinalue	5180	1028	0.001746	noun
eversti	5181	1028	0.001746	noun
pääasia	5182	1028	0.001746	noun
rauhala	5183	1028	0.001746	proper noun
rupla	5184	1028	0.001746	noun
vastaavanlainen	5185	1028	0.001746	adjective
ainut	5186	1027	0.001745	adjective
ajokortti	5187	1027	0.001745	noun
saman tien	5188	1027	0.001745	adverb
takuu	5189	1027	0.001745	noun
abdullah	5190	1026	0.001743	proper noun
jollainen	5191	1025	0.001741	adjective
murre	5192	1025	0.001741	noun
puhelimitse	5193	1025	0.001741	adverb
puolivälierä	5194	1025	0.001741	noun
vääntö	5195	1025	0.001741	noun
berg	5196	1024	0.00174	proper noun
jonottaa	5197	1024	0.00174	verb
kansalaisopisto	5198	1024	0.00174	noun
vaikute	5199	1024	0.00174	noun
kierrellä	5200	1023	0.001738	verb
koru	5201	1023	0.001738	noun
partanen	5202	1023	0.001738	proper noun
pinta-ala	5203	1023	0.001738	noun
geeni	5204	1022	0.001736	noun
kosketus	5205	1022	0.001736	noun
käytös	5206	1022	0.001736	noun
sisarus	5207	1022	0.001736	noun
tyhmä	5208	1022	0.001736	adjective
vireillä	5209	1022	0.001736	adverb
käsin	5210	1021	0.001735	preposition
mantere	5211	1021	0.001735	noun
aikaisintaan	5212	1020	0.001733	adverb
hajottaa	5213	1020	0.001733	verb
ilmasto	5214	1020	0.001733	noun
lehtola	5215	1020	0.001733	proper noun
niinikään	5216	1020	0.001733	adverb
toimipiste	5217	1020	0.001733	noun
väsymys	5218	1020	0.001733	noun
taival	5219	1019	0.001731	noun
ulf	5220	1019	0.001731	proper noun
kuivuus	5221	1018	0.001729	noun
nurmijärvi	5222	1018	0.001729	proper noun
rahoittaja	5223	1018	0.001729	noun
tartunta	5224	1018	0.001729	noun
teknisesti	5225	1018	0.001729	adverb
valottaa	5226	1018	0.001729	verb
hyvissä ajoin	5227	1017	0.001728	adverb
kaventaa	5228	1017	0.001728	verb
loppuminen	5229	1017	0.001728	noun
kaksinkertaistua	5230	1016	0.001726	verb
lähitulevaisuus	5231	1016	0.001726	noun
pe	5232	1016	0.001726	abbreviation
sopiminen	5233	1016	0.001726	noun
tietoisuus	5234	1016	0.001726	noun
erikoisuus	5235	1015	0.001724	noun
espanjalainen	5236	1015	0.001724	noun
juontaa	5237	1014	0.001723	verb
nojata	5238	1014	0.001723	verb
pihtipudas	5239	1014	0.001723	proper noun
puhakka	5240	1014	0.001723	proper noun
albright	5241	1013	0.001721	proper noun
ehjä	5242	1013	0.001721	adjective
hallitusneuvottelu	5243	1013	0.001721	noun
hitler	5244	1013	0.001721	proper noun
kiihtelysvaara	5245	1013	0.001721	proper noun
liverpool	5246	1013	0.001721	proper noun
maksa	5247	1013	0.001721	noun
tl	5248	1013	0.001721	abbreviation
tiedostaa	5249	1011	0.001718	verb
vainaja	5250	1011	0.001718	noun
pieksämäki	5251	1010	0.001716	proper noun
kierrätys	5252	1009	0.001714	noun
kultamitali	5253	1009	0.001714	noun
lämmetä	5254	1009	0.001714	verb
satunnainen	5255	1009	0.001714	adjective
colorado	5256	1008	0.001712	proper noun
kaivo	5257	1008	0.001712	noun
koskela	5258	1008	0.001712	proper noun
taatusti	5259	1008	0.001712	adverb
evakuoida	5260	1007	0.001711	verb
hyödyllinen	5261	1007	0.001711	adjective
kurki	5262	1007	0.001711	proper noun
palautua	5263	1007	0.001711	verb
piilo	5264	1007	0.001711	noun
varuskunta	5265	1007	0.001711	noun
epäkohta	5266	1006	0.001709	noun
ihmissuhde	5267	1006	0.001709	noun
takaisku	5268	1006	0.001709	noun
valkoinen	5269	1006	0.001709	proper noun
haukkua	5270	1005	0.001707	verb
tervehtiä	5271	1005	0.001707	verb
luovuus	5272	1004	0.001706	noun
myöhäinen	5273	1004	0.001706	adjective
sivuun	5274	1004	0.001706	adverb
haava	5275	1003	0.001704	noun
harte	5276	1003	0.001704	noun
pelinjohtaja	5277	1003	0.001704	noun
TUL	5278	1003	0.001704	abbreviation
jäsenvaltio	5279	1002	0.001702	noun
varuste	5280	1002	0.001702	noun
kaappi	5281	1001	0.001701	noun
olennaisesti	5282	1001	0.001701	adverb
tennis	5283	1001	0.001701	noun
voimaantulla	5284	1001	0.001701	verb
eksyä	5285	1000	0.001699	verb
hietanen	5286	1000	0.001699	proper noun
lihas	5287	1000	0.001699	noun
mylly	5288	1000	0.001699	noun
pidätys	5289	1000	0.001699	noun
semmoinen	5290	1000	0.001699	adjective
LTK	5291	999	0.001697	abbreviation
lundh	5292	999	0.001697	proper noun
rajoittua	5293	999	0.001697	verb
syntymäpäivä	5294	999	0.001697	noun
talouskriisi	5295	999	0.001697	noun
lähiö	5296	998	0.001695	noun
maailma	5297	998	0.001695	proper noun
intohimo	5298	997	0.001694	noun
laukaista	5299	997	0.001694	verb
maila	5300	997	0.001694	noun
päinvastainen	5301	997	0.001694	adjective
tammi	5302	997	0.001694	noun
analyysi	5303	996	0.001692	noun
areena	5304	996	0.001692	proper noun
huhtamäki	5305	996	0.001692	proper noun
mark	5306	996	0.001692	proper noun
mieluisa	5307	996	0.001692	adjective
pieli	5308	996	0.001692	noun
viitisen	5309	996	0.001692	numeral
haitallinen	5310	995	0.00169	adjective
kauppi	5311	995	0.00169	proper noun
kempele	5312	995	0.00169	proper noun
thaimaa	5313	995	0.00169	proper noun
belgialainen	5314	994	0.001689	adjective
laurila	5315	994	0.001689	proper noun
rauhoittua	5316	994	0.001689	verb
tarkastelu	5317	994	0.001689	noun
painos	5318	993	0.001687	noun
vierailija	5319	993	0.001687	noun
pakkaus	5320	992	0.001685	noun
siunata	5321	992	0.001685	verb
tuulikki	5322	992	0.001685	proper noun
vastuullinen	5323	992	0.001685	adjective
alusta alkaen	5324	991	0.001684	adverb
askele	5325	991	0.001684	noun
myyminen	5326	991	0.001684	noun
persoonallinen	5327	991	0.001684	adjective
saatava	5328	991	0.001684	noun
asuntolaina	5329	990	0.001682	noun
esite	5330	990	0.001682	noun
nuori	5331	990	0.001682	proper noun
hautajaiset	5332	989	0.00168	noun
konservatiivi	5333	989	0.00168	noun
potea	5334	989	0.00168	verb
sisälle	5335	989	0.00168	adverb
teollisuusmaa	5336	989	0.00168	noun
kuntaliitto	5337	988	0.001679	proper noun
naama	5338	988	0.001679	noun
simola	5339	988	0.001679	proper noun
taloyhtiö	5340	988	0.001679	noun
edustus	5341	987	0.001677	noun
opetusministeri	5342	987	0.001677	noun
ennestään	5343	986	0.001675	adverb
pelikielto	5344	986	0.001675	noun
vaikutelma	5345	986	0.001675	noun
haapala	5346	985	0.001673	proper noun
jane	5347	985	0.001673	proper noun
kontio	5348	985	0.001673	proper noun
mieltää	5349	985	0.001673	verb
motivaatio	5350	985	0.001673	noun
pihapiiri	5351	985	0.001673	noun
pikkuinen	5352	985	0.001673	adjective
suoranainen	5353	985	0.001673	adjective
grönholm	5354	983	0.00167	proper noun
juoksija	5355	983	0.00167	noun
käskeä	5356	983	0.00167	verb
skandaali	5357	983	0.00167	noun
virkailija	5358	983	0.00167	noun
jollei	5359	982	0.001668	verb
keskiaika	5360	982	0.001668	noun
keskisuuri	5361	982	0.001668	adjective
poika	5362	982	0.001668	proper noun
voittaminen	5363	982	0.001668	noun
vuodenaika	5364	982	0.001668	noun
kannalla	5365	981	0.001667	preposition
kiivetä	5366	981	0.001667	verb
maanosa	5367	981	0.001667	noun
mars	5368	981	0.001667	proper noun
puoluehallitus	5369	981	0.001667	noun
rento	5370	981	0.001667	adjective
stefan	5371	981	0.001667	proper noun
valo	5372	981	0.001667	proper noun
epäilemättä	5373	980	0.001665	adverb
lähelle	5374	980	0.001665	adverb
mauste	5375	980	0.001665	noun
työllistäminen	5376	980	0.001665	noun
aurinkoinen	5377	979	0.001663	adjective
osakeyhtiö	5378	979	0.001663	noun
sanella	5379	979	0.001663	verb
tuupovaara	5380	979	0.001663	proper noun
upottaa	5381	979	0.001663	verb
juri	5382	978	0.001662	proper noun
oleellisesti	5383	978	0.001662	adverb
trendi	5384	978	0.001662	noun
vaurioitua	5385	978	0.001662	verb
kellari	5386	977	0.00166	noun
säädös	5387	977	0.00166	noun
yleissitovuus	5388	977	0.00166	noun
jakelu	5389	976	0.001658	noun
rautiainen	5390	976	0.001658	proper noun
rissanen	5391	976	0.001658	proper noun
romahdus	5392	976	0.001658	noun
salata	5393	976	0.001658	verb
tehostaminen	5394	976	0.001658	noun
harkimo	5395	975	0.001656	proper noun
kaapata	5396	975	0.001656	verb
kokoomuslainen	5397	975	0.001656	adjective
langeta	5398	975	0.001656	verb
roska	5399	975	0.001656	noun
lelu	5400	974	0.001655	noun
puukko	5401	974	0.001655	noun
ruma	5402	974	0.001655	adjective
kerääntyä	5403	973	0.001653	verb
löytö	5404	973	0.001653	noun
olympiavoittaja	5405	973	0.001653	noun
pankinjohtaja	5406	973	0.001653	noun
ylitys	5407	973	0.001653	noun
kandidaatti	5408	972	0.001651	noun
läpimurto	5409	972	0.001651	noun
kaaos	5410	971	0.00165	noun
kate	5411	971	0.00165	noun
mirkku	5412	971	0.00165	proper noun
sosiaalidemokraattinen	5413	971	0.00165	adjective
turkulainen	5414	971	0.00165	proper noun
vahingoittaa	5415	971	0.00165	verb
ennenaikainen	5416	970	0.001648	adjective
kohottaa	5417	970	0.001648	verb
lanka	5418	970	0.001648	noun
mario	5419	970	0.001648	proper noun
talouselämä	5420	970	0.001648	noun
tutkimustulos	5421	970	0.001648	noun
vieri	5422	970	0.001648	noun
ensimmäiseksi	5423	969	0.001646	adverb
kuusela	5424	969	0.001646	proper noun
ministerineuvosto	5425	969	0.001646	noun
nato-jäsenyys	5426	969	0.001646	proper noun
palvelukeskus	5427	969	0.001646	noun
rahoituserä	5428	969	0.001646	noun
rainer	5429	969	0.001646	proper noun
ratkaisevasti	5430	969	0.001646	adverb
ravi	5431	969	0.001646	noun
sitkeä	5432	969	0.001646	adjective
suostumus	5433	969	0.001646	noun
housut	5434	968	0.001645	noun
möller	5435	968	0.001645	proper noun
yrittäminen	5436	968	0.001645	noun
coulthard	5437	967	0.001643	proper noun
etiopia	5438	967	0.001643	proper noun
kokko	5439	967	0.001643	proper noun
